Device_ID,Device_Category,Outbound_Packets_Sec,Avg_Packet_Size_Bytes,Unique_Dest_IPs,Device_CPU_Usage_Pct,Calculated_Botnet_Score,Threat_Classification,Is_Compromised_Label
IOT_DEV_002864,Industrial_Sensor,2.19,674,3,14.9,0,SAFE_Benign_Activity,0
IOT_DEV_002865,Plug_Switch,1.26,596,3,23.4,0,SAFE_Benign_Activity,0
IOT_DEV_002866,Plug_Switch,7.49,498.8,2,15.5,0,SAFE_Benign_Activity,0
IOT_DEV_002867,Industrial_Sensor,4.8,594.8,6,22,0,SAFE_Benign_Activity,0
IOT_DEV_002868,Industrial_Sensor,605.65,89.7,1,83.4,92.3,CRITICAL_DDoS_Active,1
IOT_DEV_002869,Smart_Camera,11.38,590,3,23,0,SAFE_Benign_Activity,0
IOT_DEV_002870,Plug_Switch,10.67,611,1,19.1,0.6,SAFE_Benign_Activity,0
IOT_DEV_002871,Smart_Camera,3.95,678.3,2,11.5,0,SAFE_Benign_Activity,0
IOT_DEV_002872,Industrial_Sensor,1.29,473.3,3,6,0,SAFE_Benign_Activity,0
IOT_DEV_002873,Smart_Camera,5.53,496,3,14.3,0,SAFE_Benign_Activity,0
IOT_DEV_002874,Plug_Switch,6.55,390.4,2,14.6,0,SAFE_Benign_Activity,0
IOT_DEV_002875,Industrial_Sensor,5.2,424.3,4,24.8,0,SAFE_Benign_Activity,0
IOT_DEV_002876,Smart_Camera,23.79,463.9,1,11.1,0,SAFE_Benign_Activity,0
IOT_DEV_002877,Smart_Camera,1.71,461.6,3,12.1,0,SAFE_Benign_Activity,0
IOT_DEV_002878,Plug_Switch,5.25,605.3,3,14.8,0,SAFE_Benign_Activity,0
IOT_DEV_002879,Industrial_Sensor,4.48,593.4,4,17.6,0,SAFE_Benign_Activity,0
IOT_DEV_002880,Industrial_Sensor,7.9,547.9,5,24,0,SAFE_Benign_Activity,0
IOT_DEV_002881,Smart_Camera,6.62,637.1,2,5.8,0,SAFE_Benign_Activity,0
IOT_DEV_002882,Smart_Camera,11.43,341.1,3,22.2,0,SAFE_Benign_Activity,0
IOT_DEV_002883,Industrial_Sensor,9.95,552.4,2,22.1,0,SAFE_Benign_Activity,0
IOT_DEV_002884,Smart_Camera,2.04,596.9,3,13.9,0,SAFE_Benign_Activity,0
IOT_DEV_002885,Smart_Camera,5.18,538.6,4,6,0,SAFE_Benign_Activity,0
IOT_DEV_002886,Smart_Camera,3.34,521,5,13,0,SAFE_Benign_Activity,0
IOT_DEV_002887,Industrial_Sensor,1.21,521.9,4,16.8,0,SAFE_Benign_Activity,0
IOT_DEV_002888,Smart_Camera,2.14,544.4,2,23.8,0,SAFE_Benign_Activity,0
IOT_DEV_002889,Industrial_Sensor,9.85,702.6,6,17.9,0,SAFE_Benign_Activity,0
IOT_DEV_002890,Plug_Switch,6.16,456,4,22.5,0,SAFE_Benign_Activity,0
IOT_DEV_002891,Smart_Camera,2.33,679.3,1,20.5,0.5,SAFE_Benign_Activity,0
IOT_DEV_002892,Smart_Camera,3.38,439.6,3,7.4,0,SAFE_Benign_Activity,0
IOT_DEV_002893,Industrial_Sensor,4.06,577,4,8.3,0,SAFE_Benign_Activity,0
IOT_DEV_002894,Smart_Camera,13.41,595,1,17.2,0,SAFE_Benign_Activity,0
IOT_DEV_002895,Plug_Switch,4.29,486.1,2,19.1,0,SAFE_Benign_Activity,0
IOT_DEV_002896,Industrial_Sensor,9.73,541.1,5,7.8,0,SAFE_Benign_Activity,0
IOT_DEV_002897,Smart_Camera,4.98,569.3,3,16.1,0,SAFE_Benign_Activity,0
IOT_DEV_002898,Industrial_Sensor,2.8,397.5,4,14.8,0,SAFE_Benign_Activity,0
IOT_DEV_002899,Industrial_Sensor,11.33,371.3,1,23.3,2.8,SAFE_Benign_Activity,0
IOT_DEV_002900,Plug_Switch,6.13,488,3,22.1,0,SAFE_Benign_Activity,0
IOT_DEV_002901,Smart_Camera,3.89,471.3,3,11.9,0,SAFE_Benign_Activity,0
IOT_DEV_002902,Smart_Camera,11.73,541.2,2,8,0,SAFE_Benign_Activity,0
IOT_DEV_002903,Plug_Switch,11.8,392.5,5,6.9,0,SAFE_Benign_Activity,0
IOT_DEV_002904,Industrial_Sensor,5.35,438.7,2,14.8,0,SAFE_Benign_Activity,0
IOT_DEV_002905,Smart_Camera,10.22,373.5,1,23.7,2.8,SAFE_Benign_Activity,0
IOT_DEV_002906,Smart_Camera,9.42,521.3,4,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_002907,Plug_Switch,13.16,471.5,2,7.7,0,SAFE_Benign_Activity,0
IOT_DEV_002908,Industrial_Sensor,1.93,451.6,1,8.5,0,SAFE_Benign_Activity,0
IOT_DEV_002909,Plug_Switch,2.1,581.4,2,8.2,0,SAFE_Benign_Activity,0
IOT_DEV_002910,Plug_Switch,0.42,409.4,5,17.6,0,SAFE_Benign_Activity,0
IOT_DEV_002911,Smart_Camera,5.69,572.1,1,12.6,0,SAFE_Benign_Activity,0
IOT_DEV_002912,Plug_Switch,3.77,455.1,6,22.2,0,SAFE_Benign_Activity,0
IOT_DEV_002913,Plug_Switch,0.32,536.6,6,5.7,0,SAFE_Benign_Activity,0
IOT_DEV_002914,Industrial_Sensor,1.73,509.7,1,15.8,0,SAFE_Benign_Activity,0
IOT_DEV_002915,Smart_Camera,9.3,405.9,3,23.2,0,SAFE_Benign_Activity,0
IOT_DEV_002916,Smart_Camera,3.31,554.6,3,23,0,SAFE_Benign_Activity,0
IOT_DEV_002917,Smart_Camera,3.87,354.2,3,11.6,0,SAFE_Benign_Activity,0
IOT_DEV_002918,Industrial_Sensor,3.5,403.5,3,20.7,0,SAFE_Benign_Activity,0
IOT_DEV_002919,Smart_Camera,3.31,515.3,3,12.9,0,SAFE_Benign_Activity,0
IOT_DEV_002920,Industrial_Sensor,4.58,408.9,6,17.1,0,SAFE_Benign_Activity,0
IOT_DEV_002921,Industrial_Sensor,3.34,449,2,22,0,SAFE_Benign_Activity,0
IOT_DEV_002922,Plug_Switch,4.78,639.8,2,17.2,0,SAFE_Benign_Activity,0
IOT_DEV_002923,Smart_Camera,6.18,502.9,4,14.1,0,SAFE_Benign_Activity,0
IOT_DEV_002924,Smart_Camera,3.61,471.7,2,18.2,0,SAFE_Benign_Activity,0
IOT_DEV_002925,Plug_Switch,3.65,544.2,3,16,0,SAFE_Benign_Activity,0
IOT_DEV_002926,Plug_Switch,2.3,659.7,2,6,0,SAFE_Benign_Activity,0
IOT_DEV_002927,Industrial_Sensor,521.74,89.7,1,83.9,84.1,WARNING_Suspicious_Outbound,1
IOT_DEV_002928,Industrial_Sensor,1.14,552.3,2,15.1,0,SAFE_Benign_Activity,0
IOT_DEV_002929,Smart_Camera,0.89,424.1,5,17.6,0,SAFE_Benign_Activity,0
IOT_DEV_002930,Industrial_Sensor,9.47,423.7,5,8.3,0,SAFE_Benign_Activity,0
IOT_DEV_002931,Plug_Switch,2.39,511.7,2,7.8,0,SAFE_Benign_Activity,0
IOT_DEV_002932,Smart_Camera,6.89,361.5,3,19,0,SAFE_Benign_Activity,0
IOT_DEV_002933,Smart_Camera,12.6,381.1,2,8.4,0,SAFE_Benign_Activity,0
IOT_DEV_002934,Industrial_Sensor,4.82,451.5,3,7.1,0,SAFE_Benign_Activity,0
IOT_DEV_002935,Smart_Camera,0.43,618.7,2,10,0,SAFE_Benign_Activity,0
IOT_DEV_002936,Plug_Switch,2.97,537.3,4,18.8,0,SAFE_Benign_Activity,0
IOT_DEV_002937,Industrial_Sensor,4.2,438.3,2,18.8,0,SAFE_Benign_Activity,0
IOT_DEV_002938,Plug_Switch,3.99,494.3,1,8.5,0,SAFE_Benign_Activity,0
IOT_DEV_002939,Smart_Camera,4.65,561.5,4,24.3,0,SAFE_Benign_Activity,0
IOT_DEV_002940,Smart_Camera,3.58,519.7,1,18.2,0,SAFE_Benign_Activity,0
IOT_DEV_002941,Industrial_Sensor,6.34,481.2,5,13.6,0,SAFE_Benign_Activity,0
IOT_DEV_002942,Plug_Switch,0.79,351.7,3,22.1,0,SAFE_Benign_Activity,0
IOT_DEV_002943,Plug_Switch,3.74,542.4,3,8.8,0,SAFE_Benign_Activity,0
IOT_DEV_002944,Industrial_Sensor,6.35,629.5,4,7.6,0,SAFE_Benign_Activity,0
IOT_DEV_002945,Plug_Switch,10.59,436.1,2,12.6,0,SAFE_Benign_Activity,0
IOT_DEV_002946,Industrial_Sensor,13.78,399.3,4,24.2,0,SAFE_Benign_Activity,0
IOT_DEV_002947,Plug_Switch,1.61,543.4,3,13.6,0,SAFE_Benign_Activity,0
IOT_DEV_002948,Plug_Switch,2.97,518.8,2,5.9,0,SAFE_Benign_Activity,0
IOT_DEV_002949,Plug_Switch,15.38,482,4,16.3,0,SAFE_Benign_Activity,0
IOT_DEV_002950,Plug_Switch,2.69,431.9,2,15.4,0,SAFE_Benign_Activity,0
IOT_DEV_002951,Smart_Camera,10.05,676.7,4,22.5,0,SAFE_Benign_Activity,0
IOT_DEV_002952,Plug_Switch,1.87,591.2,3,20.3,0,SAFE_Benign_Activity,0
IOT_DEV_002953,Smart_Camera,7.6,423.1,4,10.4,0,SAFE_Benign_Activity,0
IOT_DEV_002954,Plug_Switch,11.16,709.8,1,8.8,0,SAFE_Benign_Activity,0
IOT_DEV_002955,Smart_Camera,3.73,413.8,3,24.5,0,SAFE_Benign_Activity,0
IOT_DEV_002956,Industrial_Sensor,4,566.5,1,5.5,0,SAFE_Benign_Activity,0
IOT_DEV_002957,Smart_Camera,1.14,517.2,6,15.8,0,SAFE_Benign_Activity,0
IOT_DEV_002958,Industrial_Sensor,3.13,326.9,5,24.9,0,SAFE_Benign_Activity,0
IOT_DEV_002959,Smart_Camera,0.85,454.5,2,16.1,0,SAFE_Benign_Activity,0
IOT_DEV_002960,Smart_Camera,11.33,527.9,5,11.4,0,SAFE_Benign_Activity,0
IOT_DEV_002961,Industrial_Sensor,2.67,505.2,2,23.9,0,SAFE_Benign_Activity,0
IOT_DEV_002962,Smart_Camera,8.73,487.7,2,22.2,0,SAFE_Benign_Activity,0
IOT_DEV_002963,Industrial_Sensor,3.62,538.1,2,13.5,0,SAFE_Benign_Activity,0
IOT_DEV_002964,Industrial_Sensor,2.17,651.7,4,5.2,0,SAFE_Benign_Activity,0
IOT_DEV_002965,Plug_Switch,2.2,425.8,2,18.8,0,SAFE_Benign_Activity,0
IOT_DEV_002966,Smart_Camera,9.86,605.4,3,13.3,0,SAFE_Benign_Activity,0
IOT_DEV_002967,Plug_Switch,1.55,409.6,3,23.6,0,SAFE_Benign_Activity,0
IOT_DEV_002968,Plug_Switch,0.67,546.6,3,6.3,0,SAFE_Benign_Activity,0
IOT_DEV_002969,Plug_Switch,1.75,585.4,2,12.1,0,SAFE_Benign_Activity,0
IOT_DEV_002970,Industrial_Sensor,7.97,613.5,2,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_002971,Smart_Camera,3.71,451.8,3,8.8,0,SAFE_Benign_Activity,0
IOT_DEV_002972,Industrial_Sensor,2.93,473.7,3,5.5,0,SAFE_Benign_Activity,0
IOT_DEV_002973,Plug_Switch,4.8,323.2,2,16.4,0,SAFE_Benign_Activity,0
IOT_DEV_002974,Industrial_Sensor,2.13,510.5,1,5.7,0,SAFE_Benign_Activity,0
IOT_DEV_002975,Plug_Switch,1.59,388.3,2,7.6,0,SAFE_Benign_Activity,0
IOT_DEV_002976,Plug_Switch,5.69,431.8,3,13.4,0,SAFE_Benign_Activity,0
IOT_DEV_002977,Plug_Switch,7.14,588.5,3,14.4,0,SAFE_Benign_Activity,0
IOT_DEV_002978,Industrial_Sensor,7.9,350.6,5,21,0,SAFE_Benign_Activity,0
IOT_DEV_002979,Smart_Camera,10.06,415.8,2,7.5,0,SAFE_Benign_Activity,0
IOT_DEV_002980,Plug_Switch,1.86,311.3,1,9.9,0,SAFE_Benign_Activity,0
IOT_DEV_002981,Plug_Switch,6.02,390.8,4,5.1,0,SAFE_Benign_Activity,0
IOT_DEV_002982,Smart_Camera,3.84,334.9,3,8.5,0,SAFE_Benign_Activity,0
IOT_DEV_002983,Industrial_Sensor,1.05,501.2,2,15.4,0,SAFE_Benign_Activity,0
IOT_DEV_002984,Industrial_Sensor,4.83,434.4,1,24.2,2.6,SAFE_Benign_Activity,0
IOT_DEV_002985,Plug_Switch,5.6,567,3,22.6,0,SAFE_Benign_Activity,0
IOT_DEV_002986,Plug_Switch,5.57,623,3,10.4,0,SAFE_Benign_Activity,0
IOT_DEV_002987,Industrial_Sensor,4.38,690.5,2,8.1,0,SAFE_Benign_Activity,0
IOT_DEV_002988,Smart_Camera,2.27,547.7,5,23.9,0,SAFE_Benign_Activity,0
IOT_DEV_002989,Industrial_Sensor,253.57,89.7,1,86.9,58.8,WARNING_Suspicious_Outbound,1
IOT_DEV_002990,Industrial_Sensor,5.45,408.6,2,13.7,0,SAFE_Benign_Activity,0
IOT_DEV_002991,Industrial_Sensor,1.06,457.6,4,9.4,0,SAFE_Benign_Activity,0
IOT_DEV_002992,Industrial_Sensor,4.52,556.5,1,17.6,0,SAFE_Benign_Activity,0
IOT_DEV_002993,Plug_Switch,2.74,395,4,12.2,0,SAFE_Benign_Activity,0
IOT_DEV_002994,Industrial_Sensor,12.54,497.8,2,18.7,0,SAFE_Benign_Activity,0
IOT_DEV_002995,Smart_Camera,14.31,484.3,2,14.8,0,SAFE_Benign_Activity,0
IOT_DEV_002996,Smart_Camera,1.32,506.2,1,9.2,0,SAFE_Benign_Activity,0
IOT_DEV_002997,Plug_Switch,7.83,399.1,4,19,0,SAFE_Benign_Activity,0
IOT_DEV_002998,Plug_Switch,6.7,797.9,2,10.9,0,SAFE_Benign_Activity,0
IOT_DEV_002999,Industrial_Sensor,10.76,389.2,1,9.7,0,SAFE_Benign_Activity,0
IOT_DEV_003000,Plug_Switch,2.55,545.7,3,8.9,0,SAFE_Benign_Activity,0
IOT_DEV_003001,Plug_Switch,6.09,403,4,24,0,SAFE_Benign_Activity,0
IOT_DEV_003002,Plug_Switch,6.44,519.1,4,13.7,0,SAFE_Benign_Activity,0
IOT_DEV_003003,Industrial_Sensor,3.68,357.6,3,11.6,0,SAFE_Benign_Activity,0
IOT_DEV_003004,Industrial_Sensor,2.1,314,4,19.1,0,SAFE_Benign_Activity,0
IOT_DEV_003005,Industrial_Sensor,1.8,437.6,8,11.8,0,SAFE_Benign_Activity,0
IOT_DEV_003006,Plug_Switch,5.94,555,5,14.4,0,SAFE_Benign_Activity,0
IOT_DEV_003007,Plug_Switch,0.08,347.2,3,16.7,0,SAFE_Benign_Activity,0
IOT_DEV_003008,Industrial_Sensor,4.88,552.5,4,8.5,0,SAFE_Benign_Activity,0
IOT_DEV_003009,Smart_Camera,2.38,562,3,21.4,0,SAFE_Benign_Activity,0
IOT_DEV_003010,Industrial_Sensor,2.35,575.5,2,24,0,SAFE_Benign_Activity,0
IOT_DEV_003011,Plug_Switch,9.97,484,4,16.9,0,SAFE_Benign_Activity,0
IOT_DEV_003012,Industrial_Sensor,2.18,566.8,3,14.2,0,SAFE_Benign_Activity,0
IOT_DEV_003013,Smart_Camera,10.62,569.5,1,14.1,0,SAFE_Benign_Activity,0
IOT_DEV_003014,Smart_Camera,8.49,499.8,4,11.7,0,SAFE_Benign_Activity,0
IOT_DEV_003015,Industrial_Sensor,8.54,404,2,6.3,0,SAFE_Benign_Activity,0
IOT_DEV_003016,Industrial_Sensor,7.44,477,2,7.9,0,SAFE_Benign_Activity,0
IOT_DEV_003017,Plug_Switch,3.01,550.1,4,21.5,0,SAFE_Benign_Activity,0
IOT_DEV_003018,Plug_Switch,4.18,574,2,7.1,0,SAFE_Benign_Activity,0
IOT_DEV_003019,Industrial_Sensor,10.75,606.2,4,18.7,0,SAFE_Benign_Activity,0
IOT_DEV_003020,Industrial_Sensor,4.74,485.3,4,17.6,0,SAFE_Benign_Activity,0
IOT_DEV_003021,Industrial_Sensor,21.1,378.3,4,20.2,0,SAFE_Benign_Activity,0
IOT_DEV_003022,Industrial_Sensor,2.06,451.1,3,15.8,0,SAFE_Benign_Activity,0
IOT_DEV_003023,Smart_Camera,4.13,322.8,3,7.8,0,SAFE_Benign_Activity,0
IOT_DEV_003024,Smart_Camera,6.7,687.4,3,22.5,0,SAFE_Benign_Activity,0
IOT_DEV_003025,Industrial_Sensor,6.09,402.5,7,21.1,0,SAFE_Benign_Activity,0
IOT_DEV_003026,Smart_Camera,3.14,334.6,3,8.1,0,SAFE_Benign_Activity,0
IOT_DEV_003027,Smart_Camera,1.07,418.9,4,25,0,SAFE_Benign_Activity,0
IOT_DEV_003028,Smart_Camera,1.58,335.4,3,12.2,0,SAFE_Benign_Activity,0
IOT_DEV_003029,Plug_Switch,1.83,522.2,5,25,0,SAFE_Benign_Activity,0
IOT_DEV_003030,Industrial_Sensor,3.78,425.3,2,9.8,0,SAFE_Benign_Activity,0
IOT_DEV_003031,Smart_Camera,6.89,535.4,2,9,0,SAFE_Benign_Activity,0
IOT_DEV_003032,Plug_Switch,1.39,343.6,4,16.1,0,SAFE_Benign_Activity,0
IOT_DEV_003033,Industrial_Sensor,3.59,454.1,4,24.6,0,SAFE_Benign_Activity,0
IOT_DEV_003034,Plug_Switch,3.48,445.9,2,24.2,0,SAFE_Benign_Activity,0
IOT_DEV_003035,Smart_Camera,5.46,518.3,4,19.8,0,SAFE_Benign_Activity,0
IOT_DEV_003036,Industrial_Sensor,5.74,344.1,4,10.8,0,SAFE_Benign_Activity,0
IOT_DEV_003037,Industrial_Sensor,17.66,416.1,4,9.2,0,SAFE_Benign_Activity,0
IOT_DEV_003038,Smart_Camera,5.17,589.5,4,9.4,0,SAFE_Benign_Activity,0
IOT_DEV_003039,Industrial_Sensor,7,378.7,3,23.3,0,SAFE_Benign_Activity,0
IOT_DEV_003040,Plug_Switch,1.9,444.6,3,9.9,0,SAFE_Benign_Activity,0
IOT_DEV_003041,Plug_Switch,8.41,437.6,4,13.5,0,SAFE_Benign_Activity,0
IOT_DEV_003042,Industrial_Sensor,11.66,585.8,2,10.6,0,SAFE_Benign_Activity,0
IOT_DEV_003043,Industrial_Sensor,6.34,604.1,2,13.8,0,SAFE_Benign_Activity,0
IOT_DEV_003044,Plug_Switch,2.22,408.6,6,24.6,0,SAFE_Benign_Activity,0
IOT_DEV_003045,Smart_Camera,4.72,273.3,7,5,0,SAFE_Benign_Activity,0
IOT_DEV_003046,Smart_Camera,4.42,358.1,3,17.8,0,SAFE_Benign_Activity,0
IOT_DEV_003047,Industrial_Sensor,8.32,513,3,12.3,0,SAFE_Benign_Activity,0
IOT_DEV_003048,Industrial_Sensor,18.52,528.8,1,18.6,1.1,SAFE_Benign_Activity,0
IOT_DEV_003049,Plug_Switch,9.43,373.9,3,7.7,0,SAFE_Benign_Activity,0
IOT_DEV_003050,Smart_Camera,8.75,571.4,3,6.6,0,SAFE_Benign_Activity,0
IOT_DEV_003051,Plug_Switch,2.75,474,2,5.3,0,SAFE_Benign_Activity,0
IOT_DEV_003052,Plug_Switch,0.7,478.8,2,8.9,0,SAFE_Benign_Activity,0
IOT_DEV_003053,Industrial_Sensor,3.4,475.5,1,15,0,SAFE_Benign_Activity,0
IOT_DEV_003054,Industrial_Sensor,11.27,417.4,2,23.5,0,SAFE_Benign_Activity,0
IOT_DEV_003055,Plug_Switch,344.35,89.7,1,76.2,62.6,WARNING_Suspicious_Outbound,1
IOT_DEV_003056,Plug_Switch,11.76,443.3,4,18.7,0,SAFE_Benign_Activity,0
IOT_DEV_003057,Plug_Switch,1.77,432.7,3,18.8,0,SAFE_Benign_Activity,0
IOT_DEV_003058,Industrial_Sensor,7.67,400.1,4,23.2,0,SAFE_Benign_Activity,0
IOT_DEV_003059,Plug_Switch,97.46,89.7,1,73.9,36.7,SAFE_Benign_Activity,1
IOT_DEV_003060,Industrial_Sensor,1.91,558.2,5,13.2,0,SAFE_Benign_Activity,0
IOT_DEV_003061,Industrial_Sensor,7.07,520.2,2,22.9,0,SAFE_Benign_Activity,0
IOT_DEV_003062,Plug_Switch,1.57,442.7,2,13.4,0,SAFE_Benign_Activity,0
IOT_DEV_003063,Plug_Switch,11.45,547.6,3,10.3,0,SAFE_Benign_Activity,0
IOT_DEV_003064,Smart_Camera,3.03,462.9,3,11,0,SAFE_Benign_Activity,0
IOT_DEV_003065,Industrial_Sensor,2.89,472.4,2,6.9,0,SAFE_Benign_Activity,0
IOT_DEV_003066,Plug_Switch,2.74,438.7,4,19.5,0,SAFE_Benign_Activity,0
IOT_DEV_003067,Smart_Camera,1.6,545.6,6,5.3,0,SAFE_Benign_Activity,0
IOT_DEV_003068,Plug_Switch,5.38,534.1,2,20.7,0,SAFE_Benign_Activity,0
IOT_DEV_003069,Smart_Camera,4.52,564.9,1,14,0,SAFE_Benign_Activity,0
IOT_DEV_003070,Plug_Switch,6.96,335.6,4,23.5,0,SAFE_Benign_Activity,0
IOT_DEV_003071,Industrial_Sensor,5.83,317.8,3,14.4,0,SAFE_Benign_Activity,0
IOT_DEV_003072,Smart_Camera,4.35,479.9,2,11.3,0,SAFE_Benign_Activity,0
IOT_DEV_003073,Plug_Switch,15.6,551.4,4,20.1,0,SAFE_Benign_Activity,0
IOT_DEV_003074,Industrial_Sensor,7.22,458.1,2,13.3,0,SAFE_Benign_Activity,0
IOT_DEV_003075,Plug_Switch,3.42,556.4,3,19.7,0,SAFE_Benign_Activity,0
IOT_DEV_003076,Smart_Camera,6.3,540.2,4,22.4,0,SAFE_Benign_Activity,0
IOT_DEV_003077,Industrial_Sensor,2.37,485.5,3,15.3,0,SAFE_Benign_Activity,0
IOT_DEV_003078,Plug_Switch,8.13,706.7,3,13.3,0,SAFE_Benign_Activity,0
IOT_DEV_003079,Plug_Switch,5.61,415.1,1,13.6,0,SAFE_Benign_Activity,0
IOT_DEV_003080,Plug_Switch,4.02,323.9,4,20.6,0,SAFE_Benign_Activity,0
IOT_DEV_003081,Plug_Switch,0.99,615.2,2,8.6,0,SAFE_Benign_Activity,0
IOT_DEV_003082,Industrial_Sensor,1.68,364.2,4,23.5,0,SAFE_Benign_Activity,0
IOT_DEV_003083,Smart_Camera,7.36,392.9,4,20.5,0,SAFE_Benign_Activity,0
IOT_DEV_003084,Industrial_Sensor,9.25,465.4,2,7.9,0,SAFE_Benign_Activity,0
IOT_DEV_003085,Industrial_Sensor,2.83,532.4,3,11.5,0,SAFE_Benign_Activity,0
IOT_DEV_003086,Industrial_Sensor,6.62,358,3,12.4,0,SAFE_Benign_Activity,0
IOT_DEV_003087,Industrial_Sensor,8.96,205.5,1,17,0,SAFE_Benign_Activity,0
IOT_DEV_003088,Smart_Camera,1.14,511.7,1,15.2,0,SAFE_Benign_Activity,0
IOT_DEV_003089,Industrial_Sensor,8.72,462.5,3,5.8,0,SAFE_Benign_Activity,0
IOT_DEV_003090,Industrial_Sensor,3.2,525.7,6,13,0,SAFE_Benign_Activity,0
IOT_DEV_003091,Plug_Switch,2.69,612.5,2,7.9,0,SAFE_Benign_Activity,0
IOT_DEV_003092,Smart_Camera,1.21,678.3,3,11,0,SAFE_Benign_Activity,0
IOT_DEV_003093,Smart_Camera,6.78,892.2,2,11.2,0,SAFE_Benign_Activity,0
IOT_DEV_003094,Smart_Camera,3.81,225.9,2,8.7,0,SAFE_Benign_Activity,0
IOT_DEV_003095,Plug_Switch,2.25,564.4,5,6.7,0,SAFE_Benign_Activity,0
IOT_DEV_003096,Industrial_Sensor,743.8,89.7,1,83.6,100,CRITICAL_DDoS_Active,1
IOT_DEV_003097,Plug_Switch,1.3,336.6,3,7.9,0,SAFE_Benign_Activity,0
IOT_DEV_003098,Industrial_Sensor,5.42,618.4,4,10,0,SAFE_Benign_Activity,0
IOT_DEV_003099,Plug_Switch,6.3,400.6,4,14.2,0,SAFE_Benign_Activity,0
IOT_DEV_003100,Industrial_Sensor,8.96,532.9,4,7.8,0,SAFE_Benign_Activity,0
IOT_DEV_003101,Plug_Switch,16.16,540.2,3,8,0,SAFE_Benign_Activity,0
IOT_DEV_003102,Industrial_Sensor,2.05,322.4,3,19.9,0,SAFE_Benign_Activity,0
IOT_DEV_003103,Industrial_Sensor,1.42,372.6,2,5.4,0,SAFE_Benign_Activity,0
IOT_DEV_003104,Plug_Switch,0.21,583.5,5,22.5,0,SAFE_Benign_Activity,0
IOT_DEV_003105,Plug_Switch,9.19,514.6,2,23.5,0,SAFE_Benign_Activity,0
IOT_DEV_003106,Industrial_Sensor,6.83,535.2,4,7.1,0,SAFE_Benign_Activity,0
IOT_DEV_003107,Industrial_Sensor,1.11,579.4,3,22.1,0,SAFE_Benign_Activity,0
IOT_DEV_003108,Plug_Switch,2.9,406.6,2,11.8,0,SAFE_Benign_Activity,0
IOT_DEV_003109,Industrial_Sensor,13.15,496.1,4,16.2,0,SAFE_Benign_Activity,0
IOT_DEV_003110,Industrial_Sensor,1.16,575.4,3,16.7,0,SAFE_Benign_Activity,0
IOT_DEV_003111,Plug_Switch,3.35,427.1,3,8.2,0,SAFE_Benign_Activity,0
IOT_DEV_003112,Plug_Switch,6.87,373.6,3,10.9,0,SAFE_Benign_Activity,0
IOT_DEV_003113,Smart_Camera,4.25,402.6,2,12.2,0,SAFE_Benign_Activity,0
IOT_DEV_003114,Smart_Camera,3.38,592.9,3,24.8,0,SAFE_Benign_Activity,0
IOT_DEV_003115,Plug_Switch,1.52,506,2,19,0,SAFE_Benign_Activity,0
IOT_DEV_003116,Industrial_Sensor,0.26,560.8,2,19.5,0,SAFE_Benign_Activity,0
IOT_DEV_003117,Plug_Switch,7.78,314.8,1,22.7,2.1,SAFE_Benign_Activity,0
IOT_DEV_003118,Plug_Switch,2.83,450.9,5,14.2,0,SAFE_Benign_Activity,0
IOT_DEV_003119,Plug_Switch,15.94,595.9,1,14.4,0,SAFE_Benign_Activity,0
IOT_DEV_003120,Smart_Camera,6.54,581.8,3,14.8,0,SAFE_Benign_Activity,0
IOT_DEV_003121,Smart_Camera,11.9,386.7,3,25,0,SAFE_Benign_Activity,0
IOT_DEV_003122,Industrial_Sensor,2.94,696.6,4,21.2,0,SAFE_Benign_Activity,0
IOT_DEV_003123,Plug_Switch,5.96,516.6,1,12.8,0,SAFE_Benign_Activity,0
IOT_DEV_003124,Smart_Camera,1.3,439.3,2,20.5,0,SAFE_Benign_Activity,0
IOT_DEV_003125,Plug_Switch,4.97,736.2,3,24.1,0,SAFE_Benign_Activity,0
IOT_DEV_003126,Plug_Switch,4.6,576.4,2,18.6,0,SAFE_Benign_Activity,0
IOT_DEV_003127,Industrial_Sensor,4.87,355.8,4,5.3,0,SAFE_Benign_Activity,0
IOT_DEV_003128,Industrial_Sensor,3.08,644.2,4,25,0,SAFE_Benign_Activity,0
IOT_DEV_003129,Plug_Switch,4.09,573.3,3,10.4,0,SAFE_Benign_Activity,0
IOT_DEV_003130,Smart_Camera,7.51,386.1,6,10.4,0,SAFE_Benign_Activity,0
IOT_DEV_003131,Plug_Switch,6.42,508.5,5,23.7,0,SAFE_Benign_Activity,0
IOT_DEV_003132,Plug_Switch,6.19,528.8,4,9.4,0,SAFE_Benign_Activity,0
IOT_DEV_003133,Smart_Camera,2.16,666,4,15.9,0,SAFE_Benign_Activity,0
IOT_DEV_003134,Smart_Camera,2.64,599.1,2,12.2,0,SAFE_Benign_Activity,0
IOT_DEV_003135,Industrial_Sensor,6.01,373.1,3,18.8,0,SAFE_Benign_Activity,0
IOT_DEV_003136,Industrial_Sensor,5.95,638.7,6,7.5,0,SAFE_Benign_Activity,0
IOT_DEV_003137,Plug_Switch,3.88,662.8,2,21.3,0,SAFE_Benign_Activity,0
IOT_DEV_003138,Industrial_Sensor,1.06,654.2,3,21.2,0,SAFE_Benign_Activity,0
