Device_ID,threat_score,predicted_compromise,threat_category
IOT_DEV_046328,9.953537726978302e-05,0,Low Threat
IOT_DEV_063563,0.00020808803682339608,0,Low Threat
IOT_DEV_001966,5.450476540982991e-05,0,Low Threat
IOT_DEV_025504,0.00013250225884708052,0,Low Threat
IOT_DEV_019760,4.552896859811732e-05,0,Low Threat
IOT_DEV_036501,3.219110839367456e-05,0,Low Threat
IOT_DEV_031083,0.00018118495558022522,0,Low Threat
IOT_DEV_003048,0.0004371274723896633,0,Low Threat
IOT_DEV_034273,5.197975838249035e-05,0,Low Threat
IOT_DEV_027965,0.00024057901309199257,0,Low Threat
IOT_DEV_068376,0.0001389149313079642,0,Low Threat
IOT_DEV_044363,0.00013149795896593268,0,Low Threat
IOT_DEV_062256,0.00018430730145171077,0,Low Threat
IOT_DEV_019538,0.0001354967686105871,0,Low Threat
IOT_DEV_072497,0.00024920263334396296,0,Low Threat
IOT_DEV_069214,0.0003097294932351509,0,Low Threat
IOT_DEV_042972,0.00036714115129159717,0,Low Threat
IOT_DEV_046208,0.0009970306716951174,0,Low Threat
IOT_DEV_061973,8.603611771709195e-05,0,Low Threat
IOT_DEV_015991,0.00014747455200615796,0,Low Threat
IOT_DEV_054710,0.0006622052233256538,0,Low Threat
IOT_DEV_023970,0.0005401891614011623,0,Low Threat
IOT_DEV_002311,0.0004231898260469153,0,Low Threat
IOT_DEV_051526,0.00023028277625085952,0,Low Threat
IOT_DEV_024868,0.00042629846945409493,0,Low Threat
IOT_DEV_071504,0.0002650934703517556,0,Low Threat
IOT_DEV_032453,0.0001932576045377958,0,Low Threat
IOT_DEV_047419,0.00010230140805610838,0,Low Threat
IOT_DEV_041371,3.248637688777419e-05,0,Low Threat
IOT_DEV_005719,0.0005885589097934528,0,Low Threat
IOT_DEV_008399,0.00023796503617269052,0,Low Threat
IOT_DEV_048656,3.25144737666871e-05,0,Low Threat
IOT_DEV_023709,4.1543508891061335e-05,0,Low Threat
IOT_DEV_074503,0.0006989008639127932,0,Low Threat
IOT_DEV_039713,0.0004091896003539567,0,Low Threat
IOT_DEV_010537,0.0004712923121346381,0,Low Threat
IOT_DEV_038980,0.00018766603796511832,0,Low Threat
IOT_DEV_032826,0.0004340454529575117,0,Low Threat
IOT_DEV_013568,0.00021590942311455836,0,Low Threat
IOT_DEV_070869,0.00010578557808554753,0,Low Threat
IOT_DEV_072418,0.0004069555864593561,0,Low Threat
IOT_DEV_040610,0.999965883181328,1,High Threat
IOT_DEV_041776,0.0006270575646222292,0,Low Threat
IOT_DEV_079440,8.455155712047494e-05,0,Low Threat
IOT_DEV_047424,0.0007912017641336793,0,Low Threat
IOT_DEV_016413,0.00016208842221432238,0,Low Threat
IOT_DEV_074955,0.0007649855581716334,0,Low Threat
IOT_DEV_047939,0.00023082449552190123,0,Low Threat
IOT_DEV_060453,0.0006259962781242222,0,Low Threat
IOT_DEV_038373,0.0001218561831565886,0,Low Threat
IOT_DEV_005396,0.00011187053425843159,0,Low Threat
IOT_DEV_073383,0.0001400997178471808,0,Low Threat
IOT_DEV_044020,0.00011784869854449234,0,Low Threat
IOT_DEV_070459,0.000153797495992199,0,Low Threat
IOT_DEV_019438,0.00014822414799541282,0,Low Threat
IOT_DEV_057464,0.0010246053073204296,0,Low Threat
IOT_DEV_064619,4.311698491412055e-05,0,Low Threat
IOT_DEV_066851,0.00011338076643542186,0,Low Threat
IOT_DEV_033969,0.0001291234268991458,0,Low Threat
IOT_DEV_030788,3.9704644184794006e-05,0,Low Threat
IOT_DEV_067319,0.0006283480469039022,0,Low Threat
IOT_DEV_049733,0.0003568719071247435,0,Low Threat
IOT_DEV_043859,8.123356499276615e-05,0,Low Threat
IOT_DEV_050077,0.00012186930007232484,0,Low Threat
IOT_DEV_076710,0.00010473609711327399,0,Low Threat
IOT_DEV_079683,0.0003729356022629997,0,Low Threat
IOT_DEV_039412,0.00010909975795670666,0,Low Threat
IOT_DEV_058325,0.0004384258763983585,0,Low Threat
IOT_DEV_060107,0.00020050007934116428,0,Low Threat
IOT_DEV_013841,9.986006921913281e-05,0,Low Threat
IOT_DEV_045564,0.00022688692432578484,0,Low Threat
IOT_DEV_017264,0.000990708007919707,0,Low Threat
IOT_DEV_061308,0.0003118295685029356,0,Low Threat
IOT_DEV_065583,0.00015275243351590558,0,Low Threat
IOT_DEV_068930,9.154064816354075e-05,0,Low Threat
IOT_DEV_060661,0.9999995754284845,1,High Threat
IOT_DEV_014171,0.00017174863977912315,0,Low Threat
IOT_DEV_068041,0.00010898254821965734,0,Low Threat
IOT_DEV_056053,0.00023912577820294864,0,Low Threat
IOT_DEV_012266,0.00018598157845719297,0,Low Threat
IOT_DEV_063003,0.9999666465823894,1,High Threat
IOT_DEV_040600,0.0002378523981847908,0,Low Threat
IOT_DEV_036400,5.394814180612235e-05,0,Low Threat
IOT_DEV_021005,7.915709165683985e-05,0,Low Threat
IOT_DEV_015048,0.0002456856866992184,0,Low Threat
IOT_DEV_032933,0.0007447107708026513,0,Low Threat
IOT_DEV_024729,0.00015148175977624075,0,Low Threat
IOT_DEV_032936,0.00016778550245184247,0,Low Threat
IOT_DEV_013632,0.9995573911688577,1,High Threat
IOT_DEV_075245,0.0002787331374677808,0,Low Threat
IOT_DEV_037809,0.00014979707136085515,0,Low Threat
IOT_DEV_027357,0.00031211031684204565,0,Low Threat
IOT_DEV_038014,0.00044156056858940626,0,Low Threat
IOT_DEV_005559,0.0001424194958802889,0,Low Threat
IOT_DEV_019316,6.495093312421106e-05,0,Low Threat
IOT_DEV_060109,0.0002159444499025023,0,Low Threat
IOT_DEV_029461,0.999999999988703,1,High Threat
IOT_DEV_034998,0.00010210330638813045,0,Low Threat
IOT_DEV_024113,0.00030870545201818584,0,Low Threat
IOT_DEV_003701,5.155916386065977e-05,0,Low Threat
IOT_DEV_053432,0.0001769034733811951,0,Low Threat
IOT_DEV_073502,0.00013557856157327646,0,Low Threat
IOT_DEV_053198,7.081814552695188e-05,0,Low Threat
IOT_DEV_071541,0.00013145189513268896,0,Low Threat
IOT_DEV_059742,0.0001858833284921169,0,Low Threat
IOT_DEV_039017,0.00017538612603532584,0,Low Threat
IOT_DEV_063837,0.0001207598617651319,0,Low Threat
IOT_DEV_023838,9.636091002313326e-05,0,Low Threat
IOT_DEV_059476,8.673179620929388e-05,0,Low Threat
IOT_DEV_027497,0.00016846168411064981,0,Low Threat
IOT_DEV_067647,8.568895422353005e-05,0,Low Threat
IOT_DEV_066195,0.00014780859884697684,0,Low Threat
IOT_DEV_013578,7.018858955990846e-05,0,Low Threat
IOT_DEV_068743,0.00022402915189205703,0,Low Threat
IOT_DEV_041150,6.033998754235527e-05,0,Low Threat
IOT_DEV_057589,0.0001683079676538072,0,Low Threat
IOT_DEV_023758,8.806138834431682e-05,0,Low Threat
IOT_DEV_077621,0.0003720707265122053,0,Low Threat
IOT_DEV_036598,7.425557285635049e-05,0,Low Threat
IOT_DEV_016687,2.9482484626271276e-05,0,Low Threat
IOT_DEV_077222,0.00043176464762907733,0,Low Threat
IOT_DEV_066566,0.0001390422909377813,0,Low Threat
IOT_DEV_000267,0.9785462782493961,1,High Threat
IOT_DEV_035097,0.00015735052859879684,0,Low Threat
IOT_DEV_065541,0.0005816832369565734,0,Low Threat
IOT_DEV_060346,5.103245451984314e-05,0,Low Threat
IOT_DEV_055558,7.363187008183712e-05,0,Low Threat
IOT_DEV_001127,0.00021527747846496884,0,Low Threat
IOT_DEV_033390,0.0007698084467616932,0,Low Threat
IOT_DEV_012267,6.238683142486757e-05,0,Low Threat
IOT_DEV_021261,0.00021678579314430714,0,Low Threat
IOT_DEV_021565,9.750805856788878e-05,0,Low Threat
IOT_DEV_073130,9.425020308953126e-05,0,Low Threat
IOT_DEV_016755,0.00016486996659975436,0,Low Threat
IOT_DEV_055463,8.803245153033798e-05,0,Low Threat
IOT_DEV_011745,0.0002588962755626125,0,Low Threat
IOT_DEV_051665,2.5646720789100804e-05,0,Low Threat
IOT_DEV_050595,3.885964906252233e-05,0,Low Threat
IOT_DEV_034103,0.000994603230267959,0,Low Threat
IOT_DEV_063439,0.00016946154233342148,0,Low Threat
IOT_DEV_050473,0.00015684163254060882,0,Low Threat
IOT_DEV_070795,0.00016327813301337502,0,Low Threat
IOT_DEV_060899,0.00021113274323271086,0,Low Threat
IOT_DEV_068814,0.00013530927894891295,0,Low Threat
IOT_DEV_049899,0.000620905983921303,0,Low Threat
IOT_DEV_029240,6.138425649407662e-05,0,Low Threat
IOT_DEV_001155,0.0005239509878639333,0,Low Threat
IOT_DEV_076102,0.0008951543864619121,0,Low Threat
IOT_DEV_020183,0.0002653548533291829,0,Low Threat
IOT_DEV_008865,4.1132693458993765e-05,0,Low Threat
IOT_DEV_020664,0.0001397662498675106,0,Low Threat
IOT_DEV_048254,0.00035326902502950524,0,Low Threat
IOT_DEV_066641,0.00014482437076639238,0,Low Threat
IOT_DEV_064653,0.00018893158003526587,0,Low Threat
IOT_DEV_041016,0.00010707052653174234,0,Low Threat
IOT_DEV_055186,0.00021121056915966808,0,Low Threat
IOT_DEV_008429,0.0002694554485864054,0,Low Threat
IOT_DEV_041899,0.00017618385089808412,0,Low Threat
IOT_DEV_079191,0.00035716027283960397,0,Low Threat
IOT_DEV_012363,0.000561689100355459,0,Low Threat
IOT_DEV_000525,0.00013884712462978888,0,Low Threat
IOT_DEV_073400,0.00024476375657030353,0,Low Threat
IOT_DEV_018658,0.00032687897310845055,0,Low Threat
IOT_DEV_035426,0.0002726491181778885,0,Low Threat
IOT_DEV_071143,0.00024427170794174175,0,Low Threat
IOT_DEV_045417,0.00019711713975905949,0,Low Threat
IOT_DEV_032124,0.00017122613553804397,0,Low Threat
IOT_DEV_032944,9.721021414179951e-05,0,Low Threat
IOT_DEV_064222,0.0002597529437129725,0,Low Threat
IOT_DEV_075861,8.395072405481665e-05,0,Low Threat
IOT_DEV_042995,5.1385504438771004e-05,0,Low Threat
IOT_DEV_026801,0.00018135496261394396,0,Low Threat
IOT_DEV_043182,0.00038511328135447804,0,Low Threat
IOT_DEV_053456,4.941118190645081e-05,0,Low Threat
IOT_DEV_006718,3.4473272509349376e-05,0,Low Threat
IOT_DEV_073612,0.00032629306148629345,0,Low Threat
IOT_DEV_042094,8.075275305955234e-05,0,Low Threat
IOT_DEV_010217,0.00028538732459117383,0,Low Threat
IOT_DEV_058954,0.0001471939507803701,0,Low Threat
IOT_DEV_016040,0.00012326808212234186,0,Low Threat
IOT_DEV_054420,0.000396870613177903,0,Low Threat
IOT_DEV_055151,0.0007220828527888949,0,Low Threat
IOT_DEV_079003,7.950235352620003e-05,0,Low Threat
IOT_DEV_051078,3.481708739124844e-05,0,Low Threat
IOT_DEV_071166,0.00015529858648749713,0,Low Threat
IOT_DEV_016704,0.0002865564069559726,0,Low Threat
IOT_DEV_056901,8.584647227025935e-05,0,Low Threat
IOT_DEV_043598,4.809300190857034e-05,0,Low Threat
IOT_DEV_040490,8.029648820609212e-05,0,Low Threat
IOT_DEV_064541,0.00011045491575338565,0,Low Threat
IOT_DEV_048923,0.0001591499323622951,0,Low Threat
IOT_DEV_058526,0.00025680027682120095,0,Low Threat
IOT_DEV_030083,0.00023622219574687245,0,Low Threat
IOT_DEV_059410,0.00013847464807726305,0,Low Threat
IOT_DEV_058263,6.556774850385333e-05,0,Low Threat
IOT_DEV_029443,0.0002472708241131191,0,Low Threat
IOT_DEV_040142,0.0008014158228979493,0,Low Threat
IOT_DEV_064639,0.00022201702773837697,0,Low Threat
IOT_DEV_013151,0.0001888323501081592,0,Low Threat
IOT_DEV_066552,0.00023412472225250067,0,Low Threat
IOT_DEV_030607,0.00030860884470303954,0,Low Threat
IOT_DEV_013100,0.9998627418601473,1,High Threat
IOT_DEV_041855,0.00017388663028926332,0,Low Threat
IOT_DEV_027551,0.00010407154540293806,0,Low Threat
IOT_DEV_033967,0.0001892879465160058,0,Low Threat
IOT_DEV_052918,0.00013738585872894143,0,Low Threat
IOT_DEV_000863,0.9991359257650329,1,High Threat
IOT_DEV_042422,8.353041038862293e-05,0,Low Threat
IOT_DEV_070226,0.00031994108602062445,0,Low Threat
IOT_DEV_042553,7.447263171141441e-05,0,Low Threat
IOT_DEV_026098,0.00024323977101783226,0,Low Threat
IOT_DEV_015687,0.9669646593079565,1,High Threat
IOT_DEV_046411,0.00016967455055938145,0,Low Threat
IOT_DEV_008530,0.00022351874710888688,0,Low Threat
IOT_DEV_010021,0.00010543392375372896,0,Low Threat
IOT_DEV_018177,0.0003444705396474604,0,Low Threat
IOT_DEV_041223,3.3689118477683145e-05,0,Low Threat
IOT_DEV_021999,0.00017547035225391774,0,Low Threat
IOT_DEV_046611,0.0003338475099565763,0,Low Threat
IOT_DEV_053212,0.000168101167856762,0,Low Threat
IOT_DEV_072382,0.00017227083723174414,0,Low Threat
IOT_DEV_072740,0.00026114636698196833,0,Low Threat
IOT_DEV_002687,4.926871453015461e-05,0,Low Threat
IOT_DEV_020934,2.800087422128282e-05,0,Low Threat
IOT_DEV_037675,0.0002866264466082048,0,Low Threat
IOT_DEV_013866,0.00023013537506403145,0,Low Threat
IOT_DEV_003273,7.166653807907397e-05,0,Low Threat
IOT_DEV_053317,0.00018406070905528651,0,Low Threat
IOT_DEV_023865,0.00012401181602806848,0,Low Threat
IOT_DEV_053337,0.00011726766320977245,0,Low Threat
IOT_DEV_064206,0.00014540165884490482,0,Low Threat
IOT_DEV_073353,0.00023669815012062955,0,Low Threat
IOT_DEV_072843,0.9999862068004906,1,High Threat
IOT_DEV_059987,0.0005583816890898529,0,Low Threat
IOT_DEV_061067,0.0005404880978774797,0,Low Threat
IOT_DEV_055354,3.4302959071526716e-05,0,Low Threat
IOT_DEV_030916,0.0003255061905287759,0,Low Threat
IOT_DEV_078740,7.160216953055428e-05,0,Low Threat
IOT_DEV_051919,0.00034054378894134716,0,Low Threat
IOT_DEV_004570,9.29696354714065e-05,0,Low Threat
IOT_DEV_054970,0.00018301400220199825,0,Low Threat
IOT_DEV_076891,8.985948631262691e-05,0,Low Threat
IOT_DEV_037129,0.9982059153920054,1,High Threat
IOT_DEV_019768,0.00010182498373503334,0,Low Threat
IOT_DEV_009238,0.00011838829492317535,0,Low Threat
IOT_DEV_006341,8.552121092324737e-05,0,Low Threat
IOT_DEV_003309,0.00021296008725311683,0,Low Threat
IOT_DEV_072495,7.33425987145183e-05,0,Low Threat
IOT_DEV_014370,0.00010569744800689441,0,Low Threat
IOT_DEV_019810,0.0002436261450217718,0,Low Threat
IOT_DEV_010802,0.00024475013560576437,0,Low Threat
IOT_DEV_061046,0.00016058537653682218,0,Low Threat
IOT_DEV_046962,0.0004786863367507711,0,Low Threat
IOT_DEV_029383,0.0003877983983010612,0,Low Threat
IOT_DEV_010619,0.0001594225348245715,0,Low Threat
IOT_DEV_007295,0.0006222584921185219,0,Low Threat
IOT_DEV_056346,0.00028621596904244707,0,Low Threat
IOT_DEV_036272,0.00045653319052480146,0,Low Threat
IOT_DEV_059563,9.709080418890292e-05,0,Low Threat
IOT_DEV_030372,7.594112211066215e-05,0,Low Threat
IOT_DEV_020051,8.260890988924174e-05,0,Low Threat
IOT_DEV_076166,0.999978109831116,1,High Threat
IOT_DEV_032435,0.0001831478429552522,0,Low Threat
IOT_DEV_008249,0.00010628351339591526,0,Low Threat
IOT_DEV_055682,0.00012496359735425657,0,Low Threat
IOT_DEV_052018,8.68159224325182e-05,0,Low Threat
IOT_DEV_066220,0.0002428274432880922,0,Low Threat
IOT_DEV_005707,1.9844161783076073e-05,0,Low Threat
IOT_DEV_064854,0.00010459333829339856,0,Low Threat
IOT_DEV_072950,0.00034721388809405817,0,Low Threat
IOT_DEV_039097,0.00018074919354313688,0,Low Threat
IOT_DEV_057779,0.0003818920989677138,0,Low Threat
IOT_DEV_026688,0.0002137901463416136,0,Low Threat
IOT_DEV_074613,7.395932689474405e-05,0,Low Threat
IOT_DEV_062271,0.9999995091725971,1,High Threat
IOT_DEV_008190,0.001076949571907207,0,Low Threat
IOT_DEV_038307,3.5497515381130286e-05,0,Low Threat
IOT_DEV_047602,0.00030033919805241783,0,Low Threat
IOT_DEV_056349,6.727091803790932e-05,0,Low Threat
IOT_DEV_023496,8.545611633559551e-05,0,Low Threat
IOT_DEV_021057,0.00011082057633131927,0,Low Threat
IOT_DEV_016294,0.00017568775003380785,0,Low Threat
IOT_DEV_010022,0.00011356212890632653,0,Low Threat
IOT_DEV_024430,0.00019123649844815508,0,Low Threat
IOT_DEV_063072,0.00021043498721838632,0,Low Threat
IOT_DEV_043436,0.00015121533392227208,0,Low Threat
IOT_DEV_074449,0.0003650608777245638,0,Low Threat
IOT_DEV_011271,4.7855481573178926e-05,0,Low Threat
IOT_DEV_010594,7.825067610469701e-05,0,Low Threat
IOT_DEV_015058,0.00019121801687758697,0,Low Threat
IOT_DEV_017396,0.0002641148072669856,0,Low Threat
IOT_DEV_078155,0.00042808210979649843,0,Low Threat
IOT_DEV_075894,0.00015652568856404557,0,Low Threat
IOT_DEV_049267,0.00014307863600304443,0,Low Threat
IOT_DEV_038444,0.00018414725321485608,0,Low Threat
IOT_DEV_038698,0.00029368391877190425,0,Low Threat
IOT_DEV_049126,0.0003335291771573105,0,Low Threat
IOT_DEV_033553,0.00019337947014959258,0,Low Threat
IOT_DEV_028753,0.0003776747988661855,0,Low Threat
IOT_DEV_039411,0.0008847502431647552,0,Low Threat
IOT_DEV_026147,0.00012104360001546383,0,Low Threat
IOT_DEV_076220,3.580056580872355e-05,0,Low Threat
IOT_DEV_059280,0.0007357068523203661,0,Low Threat
IOT_DEV_053701,0.00016904343214897268,0,Low Threat
IOT_DEV_005555,0.00014522302160061625,0,Low Threat
IOT_DEV_051148,0.0004312840967598596,0,Low Threat
IOT_DEV_076629,4.56540081660261e-05,0,Low Threat
IOT_DEV_025513,3.0072756582327275e-05,0,Low Threat
IOT_DEV_071349,0.9999990409905053,1,High Threat
IOT_DEV_053856,0.9999945421063435,1,High Threat
IOT_DEV_000656,8.76807985079039e-05,0,Low Threat
IOT_DEV_036708,0.0006225342411361443,0,Low Threat
IOT_DEV_054969,0.00031541817615331105,0,Low Threat
IOT_DEV_048053,0.00010444495316319107,0,Low Threat
IOT_DEV_070905,9.483568002800489e-05,0,Low Threat
IOT_DEV_001575,0.00012975105067529054,0,Low Threat
IOT_DEV_027895,0.9999338976154777,1,High Threat
IOT_DEV_024466,0.00037212806429477176,0,Low Threat
IOT_DEV_040827,6.845994335274325e-05,0,Low Threat
IOT_DEV_060717,0.00010599925247249454,0,Low Threat
IOT_DEV_061895,0.00026256259006678925,0,Low Threat
IOT_DEV_065433,0.0002476533128421388,0,Low Threat
IOT_DEV_044852,0.00016133208710881978,0,Low Threat
IOT_DEV_011053,0.0002070729974312246,0,Low Threat
IOT_DEV_076651,0.00011993112208085029,0,Low Threat
IOT_DEV_037238,3.529575640787472e-05,0,Low Threat
IOT_DEV_032940,5.487823294421463e-05,0,Low Threat
IOT_DEV_022810,0.9998554880667148,1,High Threat
IOT_DEV_069563,0.00012970007557578875,0,Low Threat
IOT_DEV_037216,0.9974082520467246,1,High Threat
IOT_DEV_022345,0.0005737589719958897,0,Low Threat
IOT_DEV_036817,7.240264190697003e-05,0,Low Threat
IOT_DEV_035336,0.00019946458722490848,0,Low Threat
IOT_DEV_070474,9.61199495627707e-05,0,Low Threat
IOT_DEV_072399,0.0004029518591481709,0,Low Threat
IOT_DEV_033158,6.364609135945534e-05,0,Low Threat
IOT_DEV_034691,6.779936197611382e-05,0,Low Threat
IOT_DEV_077199,0.00031733450399043576,0,Low Threat
IOT_DEV_062089,0.0004584408340211943,0,Low Threat
IOT_DEV_068074,1.9043493954785044e-05,0,Low Threat
IOT_DEV_065123,0.0001406405213309217,0,Low Threat
IOT_DEV_063943,4.1181472760333164e-05,0,Low Threat
IOT_DEV_035340,0.00019458160311959456,0,Low Threat
IOT_DEV_052438,0.00011337305373729107,0,Low Threat
IOT_DEV_000628,5.891804767733814e-05,0,Low Threat
IOT_DEV_039426,0.00012006666886358173,0,Low Threat
IOT_DEV_058355,0.0002388010504184914,0,Low Threat
IOT_DEV_007334,0.0002066171209050723,0,Low Threat
IOT_DEV_020058,0.00026533626153093154,0,Low Threat
IOT_DEV_060733,0.00016182940245952423,0,Low Threat
IOT_DEV_048776,0.0002125654963738972,0,Low Threat
IOT_DEV_028212,0.0001675901890116761,0,Low Threat
IOT_DEV_022521,0.0003290012800484368,0,Low Threat
IOT_DEV_054808,0.0001787921632798347,0,Low Threat
IOT_DEV_033731,0.000123296105948268,0,Low Threat
IOT_DEV_011495,0.0004268493525025091,0,Low Threat
IOT_DEV_061656,0.00020800124091460787,0,Low Threat
IOT_DEV_007738,0.0003160901031957348,0,Low Threat
IOT_DEV_015767,8.467183285385255e-05,0,Low Threat
IOT_DEV_014615,0.00019901247879159338,0,Low Threat
IOT_DEV_072415,0.00043058901702630825,0,Low Threat
IOT_DEV_068289,0.00014637019869795102,0,Low Threat
IOT_DEV_030632,0.0003496577794270502,0,Low Threat
IOT_DEV_045871,0.00011003267940139794,0,Low Threat
IOT_DEV_005568,0.0001215379056564228,0,Low Threat
IOT_DEV_003305,7.63074969359734e-05,0,Low Threat
IOT_DEV_061963,0.00022389772245740247,0,Low Threat
IOT_DEV_045084,7.1086189449642e-06,0,Low Threat
IOT_DEV_072564,3.600140948934663e-05,0,Low Threat
IOT_DEV_030070,0.00022708840536128655,0,Low Threat
IOT_DEV_066727,0.000638046147738997,0,Low Threat
IOT_DEV_027628,0.00018690065425087496,0,Low Threat
IOT_DEV_055053,0.00028768017517774276,0,Low Threat
IOT_DEV_015400,0.00024286014619197315,0,Low Threat
IOT_DEV_030114,9.102965729363524e-05,0,Low Threat
IOT_DEV_016165,9.211114867428756e-05,0,Low Threat
IOT_DEV_042971,0.0001803848685446989,0,Low Threat
IOT_DEV_057953,0.00024661662850402764,0,Low Threat
IOT_DEV_064991,6.932844178525153e-05,0,Low Threat
IOT_DEV_075884,0.00029392874515086077,0,Low Threat
IOT_DEV_018491,0.00021368444328681146,0,Low Threat
IOT_DEV_049781,0.0005810325973707141,0,Low Threat
IOT_DEV_048800,0.0002363616830651054,0,Low Threat
IOT_DEV_010222,0.00010317061346978169,0,Low Threat
IOT_DEV_077142,0.00010402631892675673,0,Low Threat
IOT_DEV_005056,3.571836303493383e-05,0,Low Threat
IOT_DEV_051442,0.00015453643157386002,0,Low Threat
IOT_DEV_033525,5.092241186213999e-05,0,Low Threat
IOT_DEV_023497,0.00020491083302497798,0,Low Threat
IOT_DEV_078408,0.9986938472354222,1,High Threat
IOT_DEV_053506,4.390295023714486e-05,0,Low Threat
IOT_DEV_039402,0.00011665337226115446,0,Low Threat
IOT_DEV_068617,0.001137373768847322,0,Low Threat
IOT_DEV_048733,0.00037168714912096736,0,Low Threat
IOT_DEV_027655,0.0001787672361035517,0,Low Threat
IOT_DEV_013996,0.99999851062309,1,High Threat
IOT_DEV_012230,0.0003793424003223823,0,Low Threat
IOT_DEV_010672,0.0006429274896925415,0,Low Threat
IOT_DEV_024381,0.00021579151247837133,0,Low Threat
IOT_DEV_066070,0.00026131035651627896,0,Low Threat
IOT_DEV_031935,0.0004118520075744996,0,Low Threat
IOT_DEV_058948,7.992183973246569e-05,0,Low Threat
IOT_DEV_072534,0.0006090011860895242,0,Low Threat
IOT_DEV_006330,0.9981654771965602,1,High Threat
IOT_DEV_037111,0.0001359512439540642,0,Low Threat
IOT_DEV_078468,0.0001275984229986064,0,Low Threat
IOT_DEV_004414,0.000505351118432081,0,Low Threat
IOT_DEV_051374,0.9934688996454302,1,High Threat
IOT_DEV_000128,0.00012410593607923976,0,Low Threat
IOT_DEV_075253,0.00021512192567446295,0,Low Threat
IOT_DEV_005717,0.00011806019824647294,0,Low Threat
IOT_DEV_017013,0.0002070647754418923,0,Low Threat
IOT_DEV_009684,6.978176781372204e-05,0,Low Threat
IOT_DEV_017051,0.00021393999799247117,0,Low Threat
IOT_DEV_069407,7.088046563804671e-05,0,Low Threat
IOT_DEV_064421,0.00017482035477053682,0,Low Threat
IOT_DEV_020973,0.00016198579928192075,0,Low Threat
IOT_DEV_015562,0.0001925008070192952,0,Low Threat
IOT_DEV_042776,0.00027469688706804185,0,Low Threat
IOT_DEV_065979,5.013952924709284e-05,0,Low Threat
IOT_DEV_003768,0.000157410749099408,0,Low Threat
IOT_DEV_013081,0.0003714603679630164,0,Low Threat
IOT_DEV_048965,8.85807693917456e-05,0,Low Threat
IOT_DEV_009933,0.00010243189915954487,0,Low Threat
IOT_DEV_047721,0.00042149903275179535,0,Low Threat
IOT_DEV_038129,4.07326507483181e-05,0,Low Threat
IOT_DEV_026996,0.00022359923217317307,0,Low Threat
IOT_DEV_007412,0.00010738913195179271,0,Low Threat
IOT_DEV_000907,4.1651093541565645e-05,0,Low Threat
IOT_DEV_051162,0.00014442971301232673,0,Low Threat
IOT_DEV_050740,0.00031090286520154105,0,Low Threat
IOT_DEV_062373,6.128128267348274e-05,0,Low Threat
IOT_DEV_018121,0.0002840620544093145,0,Low Threat
IOT_DEV_024165,0.00015339943886134215,0,Low Threat
IOT_DEV_063828,0.00019958556735947996,0,Low Threat
IOT_DEV_058599,8.760842360636416e-05,0,Low Threat
IOT_DEV_046357,0.00018926385337107276,0,Low Threat
IOT_DEV_024025,0.0004715041300578917,0,Low Threat
IOT_DEV_027296,0.000454914243863609,0,Low Threat
IOT_DEV_071900,0.00017108755226310205,0,Low Threat
IOT_DEV_000680,0.00036474816496866825,0,Low Threat
IOT_DEV_073930,0.00018540807524318126,0,Low Threat
IOT_DEV_053579,4.5112984948230714e-05,0,Low Threat
IOT_DEV_055125,0.00027927189045649493,0,Low Threat
IOT_DEV_061752,9.166567324430045e-05,0,Low Threat
IOT_DEV_024267,0.0001560827443130962,0,Low Threat
IOT_DEV_065965,0.00015189967175053808,0,Low Threat
IOT_DEV_014635,0.0002312006767782332,0,Low Threat
IOT_DEV_065421,0.00012211366070028455,0,Low Threat
IOT_DEV_016982,6.563756176817868e-05,0,Low Threat
IOT_DEV_049000,0.00022837408241673538,0,Low Threat
IOT_DEV_076099,0.00031836886404177614,0,Low Threat
IOT_DEV_005548,0.00017791594020031103,0,Low Threat
IOT_DEV_069722,8.010340213329558e-05,0,Low Threat
IOT_DEV_030075,8.34971990230017e-05,0,Low Threat
IOT_DEV_008083,0.0003150544996314125,0,Low Threat
IOT_DEV_051811,0.00020740035165208695,0,Low Threat
IOT_DEV_006485,0.0001162626054728189,0,Low Threat
IOT_DEV_053061,0.00024820282988444924,0,Low Threat
IOT_DEV_056763,0.0005729268848330232,0,Low Threat
IOT_DEV_044640,0.0003154225593080001,0,Low Threat
IOT_DEV_078118,0.000763463791781936,0,Low Threat
IOT_DEV_039596,5.299177990578112e-05,0,Low Threat
IOT_DEV_047319,0.00025979157999781735,0,Low Threat
IOT_DEV_037939,0.00044061902028359783,0,Low Threat
IOT_DEV_058370,2.3739834183521257e-05,0,Low Threat
IOT_DEV_060062,7.665874908647022e-05,0,Low Threat
IOT_DEV_039794,6.023326296618682e-05,0,Low Threat
IOT_DEV_045327,0.0002485284671316709,0,Low Threat
IOT_DEV_047268,5.109855350081519e-05,0,Low Threat
IOT_DEV_028780,0.0002079386799903904,0,Low Threat
IOT_DEV_024427,1.5615229291422226e-05,0,Low Threat
IOT_DEV_027588,0.0003516505881882326,0,Low Threat
IOT_DEV_071124,0.00010048828855995332,0,Low Threat
IOT_DEV_069197,0.9997454232877077,1,High Threat
IOT_DEV_055054,0.00010187536880764639,0,Low Threat
IOT_DEV_050715,0.00045645614185659174,0,Low Threat
IOT_DEV_006254,0.9999989444802985,1,High Threat
IOT_DEV_016475,0.0001479178547534118,0,Low Threat
